track,candidate_id,pr_number,html_url,title,merged_month,change_type,primary_scope,project_scopes,architecture_shape,architectures,performance_benchmark,reproduction_confidence
performance_oversample,vllm-performance-topup-11,45988,https://github.com/vllm-project/vllm/pull/45988,[Perf] Remove unused loggers in `reasoning/`,2026-06,performance,production_code,production_code,single_component,other,not_run,high
performance_oversample,vllm-performance-topup-12,44639,https://github.com/vllm-project/vllm/pull/44639,[CPU][Perf]Added tanh AOR for faster gelu activations.,2026-07,performance,production_code,production_code;tests;build,multi_component,kernels_operators;model_loading_layers;device_platform,run_with_result,high
performance_oversample,vllm-performance-topup-13,47317,https://github.com/vllm-project/vllm/pull/47317,[KV Connector][Mooncake] Apply SWA lookup mask before hashing/key build,2026-07,performance,production_code,production_code;tests,single_component,kv_cache_data_movement,run_with_result,medium
performance_oversample,vllm-performance-topup-14,49607,https://github.com/vllm-project/vllm/pull/49607,[Perf] Hash videos by source bytes,2026-07,performance,production_code,production_code;tests,single_component,input_processing_multimodal,run_with_result,high
performance_oversample,vllm-performance-topup-15,49341,https://github.com/vllm-project/vllm/pull/49341,[Rust Frontend] Send multimodal tensors in auxiliary frames,2026-07,performance,production_code,production_code;tests,single_component,input_processing_multimodal,run_with_result,medium
representative_core,vllm-cpu-300-001,33243,https://github.com/vllm-project/vllm/pull/33243,[CPU][IBM Z][Dockerfile] Fix IBM Z builds,2026-02,build,build,build,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-002,32686,https://github.com/vllm-project/vllm/pull/32686,Fix accessing hidden_act from model config,2026-02,bugfix,production_code,production_code,single_component,model_implementation,not_applicable,medium
representative_core,vllm-cpu-300-003,33551,https://github.com/vllm-project/vllm/pull/33551,[Model] Use explicit types in `get_generation_prompt`,2026-02,refactor,production_code,production_code,multi_component,model_implementation;input_processing_multimodal;serving_api,not_applicable,medium
representative_core,vllm-cpu-300-004,32609,https://github.com/vllm-project/vllm/pull/32609,[Frontend] Add sampling parameters to Responses API,2026-02,feature,production_code,production_code;tests,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-005,33621,https://github.com/vllm-project/vllm/pull/33621,Patch aiohttp for CVE-2025-69223,2026-02,build,build,build,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-006,33758,https://github.com/vllm-project/vllm/pull/33758,Apply #33621 to main,2026-02,build,build,build,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-007,33794,https://github.com/vllm-project/vllm/pull/33794,[Bugfix] Fix `normalize` still being passed to `PoolerConfig`,2026-02,test,tests,tests;documentation_examples,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-008,33557,https://github.com/vllm-project/vllm/pull/33557,[Perf] Optimize the performance of structured output + reasoning,2026-02,performance,production_code,production_code,multi_component,serving_api;engine;configuration_shared_infrastructure,not_run,medium
representative_core,vllm-cpu-300-009,33491,https://github.com/vllm-project/vllm/pull/33491,[Minor] Sort safetensors files to ensure deterministic loading order,2026-02,bugfix,production_code,production_code,single_component,model_loading_layers,not_applicable,medium
representative_core,vllm-cpu-300-010,31112,https://github.com/vllm-project/vllm/pull/31112,[XPU]Replace pip in docker.xpu with uv pip,2026-02,performance,build,build,support_only,support_only,not_run,medium
representative_core,vllm-cpu-300-011,33982,https://github.com/vllm-project/vllm/pull/33982,Consolidate and fix forbidden import `pre-commit` checks,2026-02,ci,tests,tests;developer_tooling,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-012,34048,https://github.com/vllm-project/vllm/pull/34048,[CI][Build]  Pin grpcio-tools==1.78.0,2026-02,build,build,build,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-013,33934,https://github.com/vllm-project/vllm/pull/33934,[Frontend]Add support for transcriptions and translations to run_batch,2026-02,feature,production_code,production_code;tests,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-014,34103,https://github.com/vllm-project/vllm/pull/34103,[Tiny] Rename encoder budget file to more specific name ,2026-02,refactor,production_code,production_code,single_component,input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-015,33233,https://github.com/vllm-project/vllm/pull/33233,[structured output] validate unsupported json features first,2026-02,bugfix,production_code,production_code,single_component,sampling,not_applicable,medium
representative_core,vllm-cpu-300-016,34208,https://github.com/vllm-project/vllm/pull/34208,[Bugfix] Add `--trust-remote-code` to dataset bench args,2026-02,bugfix,benchmarks,benchmarks,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-017,32022,https://github.com/vllm-project/vllm/pull/32022,[Bugfix] Fix memory inconsistency in cross-process shared memory,2026-02,bugfix,production_code,production_code,single_component,distributed_execution,not_applicable,medium
representative_core,vllm-cpu-300-018,34235,https://github.com/vllm-project/vllm/pull/34235,Stop testing for slow tokenizers as they will not exist soon,2026-02,test,tests,tests,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-019,34251,https://github.com/vllm-project/vllm/pull/34251,[Redo] Add `--trust-remote-code` to dataset bench args,2026-02,bugfix,benchmarks,benchmarks,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-020,34116,https://github.com/vllm-project/vllm/pull/34116,[CPU] Enable FP16 (Half dtype) support for s390x,2026-02,feature,production_code,production_code,multi_component,attention;kernels_operators,not_applicable,medium
representative_core,vllm-cpu-300-021,33247,https://github.com/vllm-project/vllm/pull/33247,[model] support FunASR model,2026-02,feature,production_code,production_code;tests;documentation_examples,multi_component,model_implementation;input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-022,34321,https://github.com/vllm-project/vllm/pull/34321,[Bugfix][CPU] Fix llama4 inference on CPU,2026-02,bugfix,production_code,production_code;developer_tooling,multi_component,moe;kernels_operators;worker_model_runner,not_applicable,medium
representative_core,vllm-cpu-300-023,34128,https://github.com/vllm-project/vllm/pull/34128,Vllm CPU benchmark suite improvement,2026-02,feature,benchmarks,benchmarks;documentation_examples,support_only,support_only,run_with_result,high
representative_core,vllm-cpu-300-024,34445,https://github.com/vllm-project/vllm/pull/34445,[BugFix] Add block_size validation for mamba cache align mode,2026-02,bugfix,production_code,production_code,single_component,kv_cache_data_movement,not_applicable,medium
representative_core,vllm-cpu-300-025,34435,https://github.com/vllm-project/vllm/pull/34435,[Refactor] Simplify BOS/EOS token handling,2026-02,refactor,production_code,production_code;tests,multi_component,sampling;input_processing_multimodal;engine,not_applicable,high
representative_core,vllm-cpu-300-026,34427,https://github.com/vllm-project/vllm/pull/34427,[Bugfix] Delete unused redundant code in Kimi-K2.5,2026-02,refactor,production_code,production_code,single_component,model_implementation,not_applicable,high
representative_core,vllm-cpu-300-027,33907,https://github.com/vllm-project/vllm/pull/33907,[Bugfix] Fix Random Dataset Prefix Length Inaccuracy,2026-02,bugfix,benchmarks,benchmarks,support_only,support_only,run_with_result,medium
representative_core,vllm-cpu-300-028,34468,https://github.com/vllm-project/vllm/pull/34468,[CI][Entrypoints] Validate detokenize token IDs to prevent int64 overflow causing 500,2026-02,bugfix,production_code,production_code,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-029,34569,https://github.com/vllm-project/vllm/pull/34569,[CI] Write bake config to temp directory instead of repo root,2026-02,ci,ci,ci,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-030,34864,https://github.com/vllm-project/vllm/pull/34864,Deprecate test-pipeline.yaml,2026-02,ci,ci,ci,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-031,34944,https://github.com/vllm-project/vllm/pull/34944,[V0 Deprecation] Remove unused MM placeholders in request output,2026-02,maintenance,production_code,production_code,single_component,serving_api,not_applicable,high
representative_core,vllm-cpu-300-032,33304,https://github.com/vllm-project/vllm/pull/33304,[feat] Add per-block extra_keys to KV events,2026-02,feature,production_code,production_code;tests;documentation_examples,single_component,kv_cache_data_movement,not_applicable,high
representative_core,vllm-cpu-300-033,35068,https://github.com/vllm-project/vllm/pull/35068,[Refactor] Remove dead private func `_fp8_perm` and `_extract_mask_for_item`,2026-02,refactor,production_code,production_code,multi_component,moe;model_implementation,not_applicable,medium
representative_core,vllm-cpu-300-034,35117,https://github.com/vllm-project/vllm/pull/35117,[compile] Save aot compile artifacts atomically.,2026-02,bugfix,production_code,production_code,single_component,compilation,not_applicable,medium
representative_core,vllm-cpu-300-035,34434,https://github.com/vllm-project/vllm/pull/34434,[CPU][Perf] Accelerate Attention head for s390x using vector intrinsics,2026-02,performance,production_code,production_code,multi_component,attention;kv_cache_data_movement;kernels_operators,run_with_result,medium
representative_core,vllm-cpu-300-036,35220,https://github.com/vllm-project/vllm/pull/35220,[Benchmarks] Plot benchmark timeline and requests statistics,2026-02,feature,benchmarks,benchmarks;build,support_only,support_only,run_with_result,medium
representative_core,vllm-cpu-300-037,35297,https://github.com/vllm-project/vllm/pull/35297,[Model] Add nvidia/llama-nemotron-embed-vl-1b-v2 multimodal embedding model,2026-02,feature,production_code,production_code;tests;documentation_examples,multi_component,model_implementation;input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-038,35318,https://github.com/vllm-project/vllm/pull/35318,[Refactor] Remove dead or duplicate func utils or variables,2026-02,refactor,production_code,production_code;benchmarks,multi_component,quantization;model_implementation;engine,run_without_result,medium
representative_core,vllm-cpu-300-039,35354,https://github.com/vllm-project/vllm/pull/35354,[Bugfix] Remove erroneous lower bound on LoRA vocab size constraint,2026-02,bugfix,production_code,production_code;tests,single_component,lora,not_applicable,medium
representative_core,vllm-cpu-300-040,35184,https://github.com/vllm-project/vllm/pull/35184,[Bugfix] Emit reasoning_part events in simple streaming path for Resp…,2026-02,bugfix,production_code,production_code;tests,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-041,33671,https://github.com/vllm-project/vllm/pull/33671,[Feature]Supports Anthropic Thinking Block,2026-02,feature,production_code,production_code,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-042,35280,https://github.com/vllm-project/vllm/pull/35280,custom dataset img support base64,2026-02,feature,benchmarks,benchmarks,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-043,35658,https://github.com/vllm-project/vllm/pull/35658,[ROCm] add amd-quark package in requirements for rocm to use quantized models,2026-03,build,tests,build;tests,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-044,35552,https://github.com/vllm-project/vllm/pull/35552,clean unused cudagraph_batch_sizes,2026-03,maintenance,production_code,production_code,single_component,worker_model_runner,not_applicable,high
representative_core,vllm-cpu-300-045,35824,https://github.com/vllm-project/vllm/pull/35824,[CI/Build] Trigger processor tests on registry update,2026-03,ci,ci,ci,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-046,35683,https://github.com/vllm-project/vllm/pull/35683,[MISC] Removed unused function find_all_indices() from tool_parsers/utils.py,2026-03,maintenance,production_code,production_code,single_component,other,not_applicable,high
representative_core,vllm-cpu-300-047,35198,https://github.com/vllm-project/vllm/pull/35198,[ROCm] [Release] Change the package from `aiter` to `amd-aiter`,2026-03,build,build,build;ci,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-048,34715,https://github.com/vllm-project/vllm/pull/34715,fix: Ensure invalid audio files return 400 error,2026-03,bugfix,production_code,production_code;tests,multi_component,serving_api;input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-049,33753,https://github.com/vllm-project/vllm/pull/33753,[PluggableLayer][MM] Add PluggableLayer for RelPosAttention,2026-03,feature,production_code,production_code;documentation_examples,multi_component,attention;model_implementation,not_applicable,medium
representative_core,vllm-cpu-300-050,36044,https://github.com/vllm-project/vllm/pull/36044,[compile] Reduce log spam from compile.,2026-03,bugfix,production_code,production_code,single_component,compilation,not_applicable,high
representative_core,vllm-cpu-300-051,36006,https://github.com/vllm-project/vllm/pull/36006,[Misc] Remove deprecated items that are due for removal,2026-03,maintenance,production_code,production_code,multi_component,configuration_shared_infrastructure;compilation;input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-052,36032,https://github.com/vllm-project/vllm/pull/36032,qwen3coder tool parser fix anyOf double encoded parameters,2026-03,bugfix,production_code,production_code,single_component,serving_api,not_applicable,high
representative_core,vllm-cpu-300-053,34616,https://github.com/vllm-project/vllm/pull/34616,[KVConnector] Scheduler: Fix num_computed_tokens after async KV load,2026-03,bugfix,production_code,production_code;tests,multi_component,scheduler;kv_cache_data_movement,not_applicable,high
representative_core,vllm-cpu-300-054,36088,https://github.com/vllm-project/vllm/pull/36088,Don't fire ray compatibility webhook when PR or branch is not provided,2026-03,ci,ci,ci,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-055,36153,https://github.com/vllm-project/vllm/pull/36153,[Frontend] Add Support for MM Encoder/Decoder Beam Search (Offline),2026-03,feature,production_code,production_code;tests,multi_component,serving_api;sampling;input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-056,36430,https://github.com/vllm-project/vllm/pull/36430,[Bugfix] Avoid to replace non-tensor members in cpu model runner,2026-03,bugfix,production_code,production_code,single_component,worker_model_runner,not_applicable,medium
representative_core,vllm-cpu-300-057,36169,https://github.com/vllm-project/vllm/pull/36169,"feat(grpc): extract gRPC servicer into smg-grpc-servicer package, add --grpc flag to vllm serve",2026-03,feature,production_code,production_code;tests;build,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-058,36218,https://github.com/vllm-project/vllm/pull/36218,[UX] Infer dtype for local checkpoint,2026-03,bugfix,production_code,production_code,single_component,model_implementation,not_applicable,medium
representative_core,vllm-cpu-300-059,36672,https://github.com/vllm-project/vllm/pull/36672,Remove unused config field from Gemma2,2026-03,bugfix,production_code,production_code,single_component,model_implementation,not_applicable,medium
representative_core,vllm-cpu-300-060,36667,https://github.com/vllm-project/vllm/pull/36667,[Refactor] Remove Molmo2 processor wrapper,2026-03,refactor,production_code,production_code,single_component,input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-061,36424,https://github.com/vllm-project/vllm/pull/36424,[Refactor] Remove dead code in KV connector,2026-03,refactor,production_code,production_code,multi_component,kv_cache_data_movement;scheduler;engine,not_applicable,high
representative_core,vllm-cpu-300-062,36536,https://github.com/vllm-project/vllm/pull/36536,[Frontend] Split `OpenAIServingModels` into `OpenAIModelRegistry` + `OpenAIServingModels`,2026-03,refactor,production_code,production_code,single_component,serving_api,not_applicable,high
representative_core,vllm-cpu-300-063,36385,https://github.com/vllm-project/vllm/pull/36385,[Model] Add support for BERT-like Chinese ERNIE pooling models,2026-03,feature,production_code,production_code;tests;benchmarks;documentation_examples,multi_component,model_implementation;model_loading_layers,not_applicable,medium
representative_core,vllm-cpu-300-064,36959,https://github.com/vllm-project/vllm/pull/36959,[Bugfix] fix paddleocr crash on some image shape,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,not_applicable,high
representative_core,vllm-cpu-300-065,31545,https://github.com/vllm-project/vllm/pull/31545,Use Transformers v5 `WeightRenaming` for Transformers modeling backend,2026-03,feature,production_code,production_code;tests,multi_component,model_loading_layers;quantization,not_applicable,medium
representative_core,vllm-cpu-300-066,36937,https://github.com/vllm-project/vllm/pull/36937,fix: resolve chat template names before kwargs detection,2026-03,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-067,37062,https://github.com/vllm-project/vllm/pull/37062,[Frontend] Reduce chat template warmup logging levels,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,not_applicable,high
representative_core,vllm-cpu-300-068,36675,https://github.com/vllm-project/vllm/pull/36675,[Misc] Sync pre-commit to 4.5.1 in workflows and docs,2026-03,build,build,build;ci;documentation_examples;developer_tooling,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-069,37215,https://github.com/vllm-project/vllm/pull/37215,[Bugfix] Fix render server crash for quantized models on CPU-only hosts,2026-03,bugfix,production_code,production_code,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-070,37209,https://github.com/vllm-project/vllm/pull/37209,Fix some Mistral parser issues,2026-03,bugfix,production_code,production_code,multi_component,serving_api;input_processing_multimodal,not_applicable,high
representative_core,vllm-cpu-300-071,36030,https://github.com/vllm-project/vllm/pull/36030,[BugFix] Correct max memory usage for multiple KV-cache groups,2026-03,bugfix,production_code,production_code;tests,single_component,kv_cache_data_movement,not_applicable,medium
representative_core,vllm-cpu-300-072,37219,https://github.com/vllm-project/vllm/pull/37219,[ROCm] Fix AttributeError for torch.compiler.skip_all_guards_unsafe on older PyTorch,2026-03,bugfix,production_code,production_code,single_component,compilation,not_applicable,medium
representative_core,vllm-cpu-300-073,36256,https://github.com/vllm-project/vllm/pull/36256,"[Misc] Use VLLMValidationError in batch, pooling, and tokenize protocol validators",2026-03,bugfix,production_code,production_code,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-074,37158,https://github.com/vllm-project/vllm/pull/37158,[Bugfix] Fix mock.patch resolution failure for standalone_compile.FakeTensorMode on Python <= 3.10,2026-03,bugfix,production_code,production_code,single_component,compilation,not_applicable,medium
representative_core,vllm-cpu-300-075,36924,https://github.com/vllm-project/vllm/pull/36924,[Hardware][TPU] Add supports_async_scheduling() method to Executor interface so that it can be extended for Executor implementations.,2026-03,refactor,production_code,production_code;tests,single_component,worker_model_runner,not_applicable,high
representative_core,vllm-cpu-300-076,32316,https://github.com/vllm-project/vllm/pull/32316,[Build] Bump python openai version,2026-03,build,production_code,build;production_code;tests,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-077,37405,https://github.com/vllm-project/vllm/pull/37405,[kv_offload+HMA][6/N]: Split offloading_connector.py,2026-03,refactor,production_code,production_code;tests,single_component,kv_cache_data_movement,not_applicable,medium
representative_core,vllm-cpu-300-078,37369,https://github.com/vllm-project/vllm/pull/37369,fix(cpu): add null check for aligned_alloc in ScratchPadManager,2026-03,bugfix,production_code,production_code,single_component,kernels_operators,not_applicable,medium
representative_core,vllm-cpu-300-079,37557,https://github.com/vllm-project/vllm/pull/37557,[LoRA] Minor improvements to LoRA log,2026-03,maintenance,production_code,production_code,single_component,lora,not_applicable,medium
representative_core,vllm-cpu-300-080,37567,https://github.com/vllm-project/vllm/pull/37567,Run MacOS smoke test on daily `cron` job instead of every commit,2026-03,ci,ci,ci,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-081,37574,https://github.com/vllm-project/vllm/pull/37574,Fix `SpeculatorsConfig` now that `PreTrainedConfig` is a `dataclass` in Transformers,2026-03,bugfix,production_code,production_code,single_component,speculative_decoding,not_applicable,high
representative_core,vllm-cpu-300-082,37218,https://github.com/vllm-project/vllm/pull/37218,[CI] Add retry with 4x backoff to HTTP fetches for transient failures,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,not_applicable,medium
representative_core,vllm-cpu-300-083,37568,https://github.com/vllm-project/vllm/pull/37568,[Log] Log once in local node by default,2026-03,bugfix,production_code,production_code,single_component,reliability_observability,not_applicable,medium
representative_core,vllm-cpu-300-084,37572,https://github.com/vllm-project/vllm/pull/37572,[Refactor] Remove dead code in pooling model,2026-03,refactor,production_code,production_code,multi_component,serving_api;worker_model_runner,not_applicable,high
representative_core,vllm-cpu-300-085,37612,https://github.com/vllm-project/vllm/pull/37612,[V0 Deprecation] Deprecate --disable-frontend-multiprocessing,2026-03,maintenance,production_code,production_code;benchmarks;tests,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-086,37579,https://github.com/vllm-project/vllm/pull/37579,[Model] Refactor Step3-VL processor to HF style,2026-03,refactor,production_code,production_code,single_component,input_processing_multimodal,not_run,high
representative_core,vllm-cpu-300-087,33898,https://github.com/vllm-project/vllm/pull/33898,[Metrics] Some small refactoring for better maintainability,2026-03,refactor,production_code,production_code,single_component,reliability_observability,not_applicable,high
representative_core,vllm-cpu-300-088,32700,https://github.com/vllm-project/vllm/pull/32700,[Quantization][Deprecation] Remove PTPC FP8,2026-03,maintenance,production_code,production_code;tests;ci,multi_component,quantization;device_platform,not_applicable,medium
representative_core,vllm-cpu-300-089,37782,https://github.com/vllm-project/vllm/pull/37782,[Bugfix] Handle libsndfile sf_error(NULL) race condition in audio fallback,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,not_applicable,high
representative_core,vllm-cpu-300-090,37834,https://github.com/vllm-project/vllm/pull/37834,[Test] Consolidate tool parser unit tests to tests/tool_parsers,2026-03,test,tests,tests,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-091,37498,https://github.com/vllm-project/vllm/pull/37498,[Frontend][Responses API] Fix arrival_time recording for TTFT on initial request,2026-03,bugfix,production_code,production_code;documentation_examples,multi_component,serving_api;reliability_observability,not_applicable,medium
representative_core,vllm-cpu-300-092,37877,https://github.com/vllm-project/vllm/pull/37877,[Bugfix][LoRA] Fix incorrect LoRA Log,2026-03,bugfix,production_code,production_code,single_component,lora,not_applicable,medium
representative_core,vllm-cpu-300-093,37913,https://github.com/vllm-project/vllm/pull/37913,Downsize CPU jobs to use small queue,2026-03,ci,ci,ci,support_only,support_only,not_run,medium
representative_core,vllm-cpu-300-094,37307,https://github.com/vllm-project/vllm/pull/37307,[Core] add option to schedule requests based on full ISL,2026-03,performance,production_code,production_code,multi_component,scheduler;kv_cache_data_movement,run_with_result,high
representative_core,vllm-cpu-300-095,37920,https://github.com/vllm-project/vllm/pull/37920,[Bugfix] Pass hf_token through config loading paths for gated model support,2026-03,bugfix,production_code,production_code,multi_component,model_implementation;speculative_decoding,not_applicable,medium
representative_core,vllm-cpu-300-096,38350,https://github.com/vllm-project/vllm/pull/38350,Remove need for explicit `\n` in docstring lists for `--help` formatting,2026-03,bugfix,production_code,production_code,single_component,serving_api,not_applicable,high
representative_core,vllm-cpu-300-097,38418,https://github.com/vllm-project/vllm/pull/38418,[Bugfix] Disallow renderer_num_workers > 1 with mm processor cache,2026-03,bugfix,production_code,production_code;tests,single_component,input_processing_multimodal,not_applicable,high
representative_core,vllm-cpu-300-098,35367,https://github.com/vllm-project/vllm/pull/35367,[Feature] Add Qwen3-ForcedAligner support via token classification pooling,2026-03,feature,production_code,production_code;tests;documentation_examples,single_component,model_implementation,not_applicable,medium
representative_core,vllm-cpu-300-099,38410,https://github.com/vllm-project/vllm/pull/38410,[Transformers v5] fix missing pixtral/voxtral multimodal dispatch,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,not_applicable,high
representative_core,vllm-cpu-300-100,38567,https://github.com/vllm-project/vllm/pull/38567,Restore non-hf processor path for Nano-Nemotron-VL (bypass `call_hf_processor_mm_only`) - fixes #38018,2026-03,bugfix,production_code,production_code,single_component,input_processing_multimodal,not_applicable,high
representative_core,vllm-cpu-300-101,38265,https://github.com/vllm-project/vllm/pull/38265,[Refactor] Consolidate Tool type alias in tool_parsers/utils.py,2026-03,refactor,production_code,production_code,single_component,serving_api,not_applicable,high
representative_core,vllm-cpu-300-102,37766,https://github.com/vllm-project/vllm/pull/37766,[CI/Build] Resolve a dependency deadlock when installing the test dependencies used in CI,2026-03,build,build,build;developer_tooling,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-103,38676,https://github.com/vllm-project/vllm/pull/38676,[CPU] Support head_size 512 in cpu_attn,2026-04,feature,production_code,production_code;tests;documentation_examples,multi_component,attention;kernels_operators,not_applicable,medium
representative_core,vllm-cpu-300-104,38708,https://github.com/vllm-project/vllm/pull/38708,Add `verified` label to trigger `pre-commit`,2026-04,ci,ci,ci,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-105,38690,https://github.com/vllm-project/vllm/pull/38690,[FA4] Update flash-attention to latest upstream FA4,2026-04,build,build,build,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-106,38791,https://github.com/vllm-project/vllm/pull/38791,[Bugfix] Fix test mocks after SM100 restriction in #38730,2026-04,test,tests,tests,support_only,support_only,not_applicable,medium
representative_core,vllm-cpu-300-107,37171,https://github.com/vllm-project/vllm/pull/37171,[Frontend] feat: add streaming support for token generation endpoint,2026-04,feature,production_code,production_code;tests,single_component,serving_api,not_applicable,medium
representative_core,vllm-cpu-300-108,36487,https://github.com/vllm-project/vllm/pull/36487,[CPU] Replace OMP initialization,2026-04,bugfix,production_code,production_code;tests;ci,multi_component,device_platform;worker_model_runner;distributed_execution,not_run,high
representative_core,vllm-cpu-300-109,38780,https://github.com/vllm-project/vllm/pull/38780,[vLLM IR][RMSNorm] Port GemmaRMSNorm to vLLM IR Ops,2026-04,refactor,production_code,production_code,multi_component,model_implementation;model_loading_layers;kernels_operators;compilation,not_applicable,high
representative_core,vllm-cpu-300-110,32694,https://github.com/vllm-project/vllm/pull/32694,[Quantization][Deprecation] Remove Petit NVFP4,2026-04,other,production_code,production_code;build,multi_component,quantization;device_platform,not_applicable,medium
representative_core,vllm-cpu-300-111,38699,https://github.com/vllm-project/vllm/pull/38699,[Bugfix] Correct mistake in chained comparison in static assert logic,2026-04,bugfix,production_code,production_code,multi_component,attention;kernels_operators,not_applicable,high
representative_core,vllm-cpu-300-112,39347,https://github.com/vllm-project/vllm/pull/39347,[CI Bug] Fix pre-commit issue in main,2026-04,ci,tests,tests,support_only,support_only,not_applicable,high
representative_core,vllm-cpu-300-113,38933,https://github.com/vllm-project/vllm/pull/38933,[Performance Improvement] Update `batched_count_greater_than` to handle batch size 1 without recompile,2026-04,performance,production_code,production_code;tests,multi_component,sampling;compilation,run_with_result,medium
